seed,order_id,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,optimizer_steps_total,optimizer_steps_per_task,processed_examples_total,processed_examples_per_task,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,elapsed_seconds,device,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
10,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9868,0.991,0.971,0,0.196,0.9885,1.325,cuda:0,0.0,0.0,0.0,0.0,0.98
10,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9872,0.991,0.975,0,0.371,0.77025,1.339,cuda:0,0.868,0.007,0.0,0.0,0.98
10,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.982,0.982,0.967,0,0.629,0.44125000000000003,1.562,cuda:0,0.96,0.609,0.0,0.6,0.976
10,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.991,0.978,0,0.1966,0.99025,3.659,cuda:0,0.0,0.0,0.0,0.0,0.983
10,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9880000000000001,0.993,0.975,0,0.1986,0.98675,1.233,cuda:0,0.0,0.0,0.0,0.993,0.0
10,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9843999999999999,0.984,0.975,0,0.29660000000000003,0.8597499999999999,1.238,cuda:0,0.0,0.0,0.0,0.984,0.499
10,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9768000000000001,0.976,0.953,0,0.6556,0.40149999999999997,1.441,cuda:0,0.6,0.0,0.806,0.976,0.896
10,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9904,0.995,0.975,0,0.1992,0.9890000000000001,3.541,cuda:0,0.0,0.0,0.0,0.996,0.0
10,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9865999999999999,0.992,0.969,0,0.1938,0.991,1.229,cuda:0,0.0,0.969,0.0,0.0,0.0
10,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9860000000000001,0.989,0.969,0,0.2386,0.9342499999999999,1.289,cuda:0,0.0,0.969,0.0,0.0,0.224
10,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9802,0.977,0.965,0,0.607,0.46649999999999997,1.452,cuda:0,0.89,0.965,0.0,0.295,0.885
10,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9865999999999999,0.992,0.972,0,0.1944,0.99025,3.558,cuda:0,0.0,0.972,0.0,0.0,0.0
10,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9894000000000001,0.993,0.978,0,0.1956,0.99225,1.223,cuda:0,0.0,0.0,0.0,0.0,0.978
10,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9862,0.987,0.972,0,0.3012,0.85625,1.286,cuda:0,0.0,0.0,0.0,0.534,0.972
10,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9842000000000001,0.985,0.975,0,0.5516,0.54075,1.431,cuda:0,0.882,0.0,0.005,0.896,0.975
10,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9914000000000002,0.994,0.982,0,0.1976,0.9922499999999999,3.533,cuda:0,0.0,0.0,0.0,0.0,0.988
