seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,matched_step_cap_per_task,effective_epoch_passes_per_task,optimizer_steps_total,optimizer_steps_per_task,optimizer_steps,processed_examples_total,processed_examples_per_task,processed_examples,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,AF,elapsed_seconds,elapsed_time_seconds,device,train_cap_per_digit,test_cap_per_digit,result_kind,task_0_A_after,task_1_A_after,task_2_A_after,task_3_A_after,task_4_A_after,task_0_A_end,task_1_A_end,task_2_A_end,task_3_A_end,task_4_A_end,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
4,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.993,0.969,0,0.196,0.989,0.989,1.265,1.265,cuda:0,1000,500,all_120perm_4methods,0.999,0.969,0.995,0.993,0.98,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98
4,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9853999999999999,0.989,0.97,0,0.3442,0.8015,0.8015,1.319,1.319,cuda:0,1000,500,all_120perm_4methods,1.0,0.973,0.995,0.989,0.97,0.751,0.0,0.0,0.0,0.97,0.751,0.0,0.0,0.0,0.97
4,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9814,0.983,0.961,0,0.5871999999999999,0.49275,0.49275,1.524,1.524,cuda:0,1000,500,all_120perm_4methods,0.993,0.961,0.995,0.983,0.975,0.947,0.26,0.0,0.754,0.975,0.947,0.26,0.0,0.754,0.975
4,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9876000000000001,0.994,0.969,0,0.19619999999999999,0.98925,0.98925,3.699,3.699,cuda:0,1000,500,all_120perm_4methods,0.999,0.969,0.995,0.994,0.981,0.0,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.981
5,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9864,0.993,0.973,0,0.1946,0.98975,0.98975,1.247,1.247,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.994,0.993,0.973,0.0,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.0,0.973
5,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9862,0.989,0.97,0,0.3506,0.7945,0.7945,1.307,1.307,cuda:0,1000,500,all_120perm_4methods,0.999,0.979,0.994,0.989,0.97,0.783,0.0,0.0,0.0,0.97,0.783,0.0,0.0,0.0,0.97
5,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9814,0.977,0.968,0,0.6422,0.424,0.424,1.516,1.516,cuda:0,1000,500,all_120perm_4methods,0.994,0.968,0.994,0.974,0.977,0.966,0.552,0.0,0.716,0.977,0.966,0.552,0.0,0.716,0.977
5,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9884000000000001,0.993,0.973,0,0.197,0.98925,0.98925,3.756,3.756,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.994,0.993,0.983,0.0,0.002,0.0,0.0,0.983,0.0,0.002,0.0,0.0,0.983
6,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9880000000000001,0.993,0.975,0,0.1956,0.9904999999999999,0.9904999999999999,1.28,1.28,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.993,0.978,0.0,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.978
6,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9869999999999999,0.986,0.977,0,0.3614,0.782,0.782,1.337,1.337,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.995,0.986,0.977,0.83,0.0,0.0,0.0,0.977,0.83,0.0,0.0,0.0,0.977
6,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9822,0.979,0.968,0,0.649,0.4165,0.4165,1.534,1.534,cuda:0,1000,500,all_120perm_4methods,0.994,0.968,0.995,0.979,0.975,0.974,0.52,0.0,0.776,0.975,0.974,0.52,0.0,0.776,0.975
6,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9875999999999999,0.99,0.974,0,0.1958,0.9897499999999999,0.9897499999999999,3.835,3.835,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.995,0.99,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.979
7,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9874,0.991,0.974,0,0.1956,0.98975,0.98975,1.3,1.3,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.994,0.991,0.978,0.0,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.978
7,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9863999999999999,0.988,0.971,0,0.36019999999999996,0.78275,0.78275,1.282,1.282,cuda:0,1000,500,all_120perm_4methods,0.997,0.971,0.994,0.988,0.982,0.819,0.0,0.0,0.0,0.982,0.819,0.0,0.0,0.0,0.982
7,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9803999999999998,0.976,0.963,0,0.5748,0.507,0.507,1.473,1.473,cuda:0,1000,500,all_120perm_4methods,0.994,0.963,0.994,0.976,0.975,0.964,0.232,0.007,0.696,0.975,0.964,0.232,0.007,0.696,0.975
7,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.994,0.974,0,0.1964,0.9904999999999999,0.9904999999999999,3.907,3.907,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.995,0.982,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.982
8,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.993,0.974,0,0.195,0.99025,0.99025,1.256,1.256,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.994,0.993,0.975,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.975
8,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9860000000000001,0.99,0.971,0,0.3658,0.77525,0.77525,1.299,1.299,cuda:0,1000,500,all_120perm_4methods,0.998,0.977,0.994,0.99,0.971,0.858,0.0,0.0,0.0,0.971,0.858,0.0,0.0,0.0,0.971
8,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9816,0.981,0.961,0,0.5494,0.5402499999999999,0.5402499999999999,1.478,1.478,cuda:0,1000,500,all_120perm_4methods,0.995,0.961,0.994,0.981,0.977,0.97,0.253,0.0,0.547,0.977,0.97,0.253,0.0,0.547,0.977
8,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9884000000000001,0.993,0.974,0,0.1964,0.9899999999999999,0.9899999999999999,3.681,3.681,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.993,0.982,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.982
9,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9868,0.994,0.97,0,0.194,0.9910000000000001,0.9910000000000001,1.223,1.223,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.994,0.995,0.97,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.97
9,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9868,0.988,0.973,0,0.3634,0.77925,0.77925,1.293,1.293,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.994,0.988,0.98,0.837,0.0,0.0,0.0,0.98,0.837,0.0,0.0,0.0,0.98
9,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9808,0.979,0.96,0,0.6275999999999999,0.4415,0.4415,1.473,1.473,cuda:0,1000,500,all_120perm_4methods,0.994,0.96,0.994,0.979,0.977,0.967,0.433,0.0,0.761,0.977,0.967,0.433,0.0,0.761,0.977
9,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9872,0.994,0.974,0,0.1948,0.9904999999999999,0.9904999999999999,3.66,3.66,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.994,0.994,0.974,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.974
10,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9822,0.993,0.952,0,0.19039999999999999,0.9897499999999999,0.9897499999999999,1.225,1.225,cuda:0,1000,500,all_120perm_4methods,1.0,0.973,0.993,0.993,0.952,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.0,0.952
10,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9878,0.99,0.976,0,0.378,0.7622499999999999,0.7622499999999999,1.278,1.278,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.993,0.99,0.98,0.91,0.0,0.0,0.0,0.98,0.91,0.0,0.0,0.0,0.98
10,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9812,0.978,0.967,0,0.5965999999999999,0.48075,0.48075,1.464,1.464,cuda:0,1000,500,all_120perm_4methods,0.992,0.967,0.993,0.976,0.978,0.954,0.31,0.0,0.741,0.978,0.954,0.31,0.0,0.741,0.978
10,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9880000000000001,0.993,0.974,0,0.1956,0.9904999999999999,0.9904999999999999,3.697,3.697,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.993,0.996,0.978,0.0,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.978
1,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9879999999999999,0.991,0.975,0,0.1998,0.98525,0.98525,1.374,1.374,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.993,0.991,0.982,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
1,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9847999999999999,0.988,0.971,0,0.37039999999999995,0.768,0.768,1.327,1.327,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.993,0.988,0.973,0.999,0.0,0.0,0.037,0.816,0.999,0.0,0.0,0.037,0.816
1,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9814,0.986,0.961,0,0.6008,0.4757499999999999,0.4757499999999999,1.517,1.517,cuda:0,1000,500,all_120perm_4methods,0.995,0.961,0.993,0.986,0.972,0.995,0.247,0.0,0.84,0.922,0.995,0.247,0.0,0.84,0.922
1,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9880000000000001,0.99,0.975,0,0.2,0.9850000000000001,0.9850000000000001,3.782,3.782,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.993,0.99,0.982,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9882,0.993,0.976,0,0.2,0.98525,0.98525,1.344,1.344,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.993,0.993,0.979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9858,0.991,0.972,0,0.38899999999999996,0.746,0.746,1.308,1.308,cuda:0,1000,500,all_120perm_4methods,0.998,0.975,0.993,0.991,0.972,0.998,0.0,0.0,0.253,0.694,0.998,0.0,0.0,0.253,0.694
2,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.982,0.978,0.963,0,0.6616,0.40049999999999997,0.40049999999999997,1.508,1.508,cuda:0,1000,500,all_120perm_4methods,0.998,0.963,0.993,0.978,0.978,0.998,0.57,0.002,0.814,0.924,0.998,0.57,0.002,0.814,0.924
2,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9894000000000001,0.993,0.976,0,0.1998,0.987,0.987,3.727,3.727,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.993,0.994,0.985,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
3,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9875999999999999,0.994,0.974,0,0.2,0.9844999999999999,0.9844999999999999,1.263,1.263,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.994,0.994,0.976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9869999999999999,0.99,0.974,0,0.3398,0.8089999999999999,0.8089999999999999,1.299,1.299,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.99,0.978,0.999,0.0,0.0,0.002,0.698,0.999,0.0,0.0,0.002,0.698
3,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9795999999999999,0.981,0.95,0,0.6354000000000001,0.4302499999999999,0.4302499999999999,1.462,1.462,cuda:0,1000,500,all_120perm_4methods,0.994,0.95,0.994,0.981,0.979,0.994,0.399,0.0,0.863,0.921,0.994,0.399,0.0,0.863,0.921
3,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9875999999999999,0.994,0.974,0,0.1998,0.9847499999999999,0.9847499999999999,3.676,3.676,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.994,0.977,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
4,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9867999999999999,0.991,0.974,0,0.1998,0.9837499999999999,0.9837499999999999,1.229,1.229,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.994,0.991,0.974,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
4,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9852000000000001,0.99,0.963,0,0.3592,0.7825,0.7825,1.295,1.295,cuda:0,1000,500,all_120perm_4methods,0.999,0.963,0.994,0.99,0.98,0.999,0.0,0.0,0.001,0.796,0.999,0.0,0.0,0.001,0.796
4,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9822,0.98,0.963,0,0.6818,0.3755,0.3755,1.497,1.497,cuda:0,1000,500,all_120perm_4methods,0.995,0.963,0.994,0.98,0.979,0.995,0.598,0.008,0.876,0.932,0.995,0.598,0.008,0.876,0.932
4,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9899999999999999,0.994,0.975,0,0.2,0.9875,0.9875,3.661,3.661,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.994,0.996,0.986,0.999,0.001,0.0,0.0,0.0,0.999,0.001,0.0,0.0,0.0
5,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9879999999999999,0.992,0.975,0,0.1998,0.98525,0.98525,1.247,1.247,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.993,0.992,0.981,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
5,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9853999999999999,0.987,0.969,0,0.372,0.76675,0.76675,1.315,1.315,cuda:0,1000,500,all_120perm_4methods,0.999,0.969,0.993,0.987,0.979,0.999,0.0,0.0,0.075,0.786,0.999,0.0,0.0,0.075,0.786
5,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9804,0.98,0.962,0,0.6604,0.39999999999999997,0.39999999999999997,1.505,1.505,cuda:0,1000,500,all_120perm_4methods,0.993,0.962,0.993,0.98,0.974,0.993,0.528,0.0,0.846,0.935,0.993,0.528,0.0,0.846,0.935
5,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.993,0.975,0,0.20099999999999998,0.986,0.986,3.729,3.729,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.993,0.996,0.986,0.999,0.0,0.0,0.0,0.006,0.999,0.0,0.0,0.0,0.006
6,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9730000000000001,0.992,0.906,0,0.1998,0.9665,0.9665,1.362,1.362,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.995,0.992,0.906,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
6,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9878,0.988,0.972,0,0.4396,0.6852499999999999,0.6852499999999999,1.305,1.305,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.995,0.988,0.985,0.999,0.0,0.0,0.397,0.802,0.999,0.0,0.0,0.397,0.802
6,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9794,0.981,0.96,0,0.6646000000000001,0.39349999999999996,0.39349999999999996,1.448,1.448,cuda:0,1000,500,all_120perm_4methods,0.992,0.96,0.995,0.981,0.969,0.992,0.487,0.022,0.885,0.937,0.992,0.487,0.022,0.885,0.937
6,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.992,0.974,0,0.1998,0.98625,0.98625,3.634,3.634,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.995,0.992,0.984,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
7,perm_057,none,perm_057,"[2,1,3,4,0]",2-1-3-4-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9878,0.995,0.969,0,0.2,0.98475,0.98475,1.213,1.213,cuda:0,1000,500,all_120perm_4methods,1.0,0.969,0.995,0.996,0.979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
